,count,prob
cell_779,2.0,0.8705505632961241
cell_780,1.0,0.9330329915368074
cell_781,2.0,0.8705505632961241
cell_782,1.0,0.9330329915368074
cell_783,1.0,0.9330329915368074
cell_784,1.0,0.9330329915368074
cell_785,1.0,0.9330329915368074
cell_786,1.0,0.9330329915368074
cell_787,2.0,0.8705505632961241
cell_788,1.0,0.9330329915368074
cell_789,1.0,0.9330329915368074
cell_790,1.0,0.9330329915368074
cell_791,1.0,0.9330329915368074
cell_792,1.0,0.9330329915368074
cell_793,2.0,0.8705505632961241
cell_794,2.0,0.8705505632961241
cell_795,1.0,0.9330329915368074
cell_796,2.0,0.8705505632961241
cell_797,1.0,0.9330329915368074
cell_798,2.0,0.8705505632961241
cell_799,1.0,0.9330329915368074
cell_800,1.0,0.9330329915368074
cell_801,1.0,0.9330329915368074
cell_802,1.0,0.9330329915368074
cell_803,1.0,0.9330329915368074
cell_804,1.0,0.9330329915368074
cell_805,1.0,0.9330329915368074
cell_806,1.0,0.9330329915368074
cell_807,1.0,0.9330329915368074
cell_808,1.0,0.9330329915368074
cell_809,1.0,0.9330329915368074
cell_810,1.0,0.9330329915368074
cell_811,2.0,0.8705505632961241
cell_812,1.0,0.9330329915368074
cell_813,1.0,0.9330329915368074
cell_814,2.0,0.8705505632961241
cell_815,1.0,0.9330329915368074
cell_816,1.0,0.9330329915368074
cell_817,1.0,0.9330329915368074
cell_818,1.0,0.9330329915368074
cell_819,1.0,0.9330329915368074
cell_820,1.0,0.9330329915368074
cell_821,1.0,0.9330329915368074
cell_822,1.0,0.9330329915368074
cell_823,1.0,0.9330329915368074
cell_824,1.0,0.9330329915368074
cell_825,1.0,0.9330329915368074
cell_826,1.0,0.9330329915368074
cell_827,2.0,0.8705505632961241
cell_828,2.0,0.8705505632961241
cell_829,1.0,0.9330329915368074
cell_830,1.0,1.0
cell_831,1.0,0.9330329915368074
cell_832,1.0,0.9330329915368074
cell_833,2.0,0.8705505632961241
cell_834,1.0,0.9330329915368074
cell_835,2.0,0.8705505632961241
cell_836,1.0,0.9330329915368074
cell_837,2.0,0.8705505632961241
cell_838,2.0,0.8705505632961241
cell_839,1.0,0.9330329915368074
cell_840,1.0,0.9330329915368074
cell_841,1.0,0.9330329915368074
cell_842,1.0,0.9330329915368074
cell_843,1.0,0.9330329915368074
cell_844,1.0,0.9330329915368074
cell_845,1.0,0.9330329915368074
cell_846,1.0,0.9330329915368074
cell_847,1.0,0.9330329915368074
cell_848,1.0,0.9330329915368074
cell_849,1.0,0.9330329915368074
cell_850,1.0,0.9330329915368074
cell_851,2.0,0.8705505632961241
cell_852,1.0,0.9330329915368074
cell_853,1.0,0.9330329915368074
cell_854,2.0,0.8705505632961241
cell_855,1.0,0.9330329915368074
cell_856,1.0,0.9330329915368074
cell_857,2.0,0.8705505632961241
cell_858,1.0,0.9330329915368074
cell_859,2.0,0.8705505632961241
cell_860,1.0,0.9330329915368074
cell_861,1.0,0.9330329915368074
cell_862,2.0,0.8705505632961241
cell_863,1.0,0.9330329915368074
cell_864,1.0,0.9330329915368074
cell_865,1.0,0.9330329915368074
cell_866,1.0,0.9330329915368074
cell_867,1.0,0.9330329915368074
cell_868,1.0,0.9330329915368074
cell_869,1.0,0.9330329915368074
cell_870,2.0,0.8705505632961241
cell_871,1.0,0.9330329915368074
cell_872,1.0,0.9330329915368074
cell_873,1.0,0.9330329915368074
cell_874,1.0,0.9330329915368074
cell_875,2.0,0.8705505632961241
cell_876,1.0,0.9330329915368074
cell_877,1.0,0.9330329915368074
cell_878,1.0,0.9330329915368074
cell_879,1.0,0.9330329915368074
cell_880,2.0,0.8705505632961241
cell_881,1.0,0.9330329915368074
cell_882,1.0,0.9330329915368074
cell_883,1.0,0.9330329915368074
cell_884,1.0,0.9330329915368074
cell_885,1.0,0.9330329915368074
cell_886,1.0,0.9330329915368074
cell_887,1.0,0.9330329915368074
cell_888,2.0,0.8705505632961241
cell_889,1.0,0.9330329915368074
cell_890,1.0,0.9330329915368074
cell_891,1.0,0.9330329915368074
cell_892,1.0,0.9330329915368074
cell_893,1.0,0.9330329915368074
cell_894,1.0,0.9330329915368074
cell_895,1.0,0.9330329915368074
cell_896,1.0,0.9330329915368074
cell_897,1.0,0.9330329915368074
cell_898,1.0,0.9330329915368074
cell_899,1.0,0.9330329915368074
cell_900,1.0,0.9330329915368074
cell_901,1.0,0.9330329915368074
cell_902,2.0,0.8705505632961241
cell_903,1.0,0.9330329915368074
cell_904,0.0,1.0
cell_905,1.0,0.9330329915368074
cell_906,1.0,0.9330329915368074
cell_907,1.0,0.9330329915368074
cell_908,2.0,0.8705505632961241
cell_909,2.0,0.8705505632961241
cell_910,1.0,0.9330329915368074
cell_911,2.0,0.8705505632961241
cell_912,1.0,0.9330329915368074
cell_913,2.0,0.8705505632961241
cell_914,1.0,0.9330329915368074
cell_915,1.0,0.9330329915368074
cell_916,1.0,0.9330329915368074
cell_917,2.0,0.8705505632961241
cell_918,2.0,0.8705505632961241
cell_919,1.0,0.9330329915368074
cell_920,1.0,0.9330329915368074
cell_921,1.0,0.9330329915368074
cell_922,1.0,0.9330329915368074
cell_923,2.0,0.8705505632961241
cell_924,1.0,0.9330329915368074
cell_925,1.0,0.9330329915368074
cell_926,1.0,0.9330329915368074
cell_927,1.0,0.9330329915368074
cell_928,1.0,0.9330329915368074
cell_929,1.0,0.9330329915368074
cell_930,1.0,0.9330329915368074
cell_931,1.0,0.9330329915368074
cell_932,1.0,0.9330329915368074
cell_933,2.0,0.8705505632961241
cell_934,1.0,0.9330329915368074
cell_935,1.0,0.9330329915368074
cell_936,2.0,0.8705505632961241
cell_937,1.0,0.9330329915368074
cell_938,1.0,0.9330329915368074
cell_939,1.0,0.9330329915368074
cell_940,1.0,0.9330329915368074
cell_941,1.0,0.9330329915368074
cell_942,1.0,0.9330329915368074
cell_943,1.0,0.9330329915368074
cell_944,1.0,0.9330329915368074
cell_945,1.0,0.9330329915368074
cell_946,1.0,0.9330329915368074
cell_947,1.0,0.9330329915368074
cell_948,1.0,0.9330329915368074
cell_949,0.0,1.0
cell_950,1.0,0.9330329915368074
cell_951,1.0,0.9330329915368074
cell_952,1.0,0.9330329915368074
cell_953,1.0,0.9330329915368074
cell_954,1.0,0.9330329915368074
cell_955,1.0,0.9330329915368074
cell_956,2.0,0.8705505632961241
cell_957,0.0,1.0
cell_958,1.0,0.9330329915368074
cell_959,1.0,0.9330329915368074
cell_960,1.0,0.9330329915368074
cell_961,1.0,0.9330329915368074
cell_962,1.0,0.9330329915368074
cell_963,1.0,0.9330329915368074
cell_964,1.0,0.9330329915368074
cell_965,1.0,0.9330329915368074
cell_966,1.0,0.9330329915368074
cell_967,1.0,0.9330329915368074
cell_968,1.0,0.9330329915368074
cell_969,2.0,0.8705505632961241
cell_970,2.0,0.8705505632961241
cell_971,1.0,0.9330329915368074
cell_972,1.0,0.9330329915368074
cell_973,2.0,0.8705505632961241
cell_974,1.0,0.9330329915368074
cell_975,1.0,0.9330329915368074
cell_976,1.0,0.9330329915368074
cell_977,2.0,0.8705505632961241
cell_978,1.0,0.9330329915368074
cell_979,1.0,0.9330329915368074
cell_980,1.0,0.9330329915368074
cell_981,1.0,0.9330329915368074
cell_982,1.0,0.9330329915368074
cell_983,2.0,0.8705505632961241
cell_984,1.0,0.9330329915368074
cell_985,1.0,0.9330329915368074
cell_986,1.0,0.9330329915368074
cell_987,1.0,0.9330329915368074
cell_988,2.0,0.8705505632961241
cell_989,1.0,0.9330329915368074
cell_990,1.0,0.9330329915368074
cell_991,1.0,0.9330329915368074
cell_992,1.0,0.9330329915368074
cell_993,1.0,0.9330329915368074
cell_994,1.0,0.9330329915368074
cell_995,2.0,0.8705505632961241
cell_996,1.0,0.9330329915368074
cell_997,0.0,1.0
cell_998,1.0,0.9330329915368074
cell_999,2.0,0.8705505632961241
cell_1000,2.0,0.8705505632961241
cell_1001,1.0,0.9330329915368074
cell_1002,1.0,0.9330329915368074
cell_1003,1.0,0.9330329915368074
cell_1004,1.0,0.9330329915368074
cell_1005,2.0,0.8705505632961241
cell_1006,1.0,0.9330329915368074
cell_1007,1.0,0.9330329915368074
cell_1008,1.0,0.9330329915368074
cell_1009,1.0,0.9330329915368074
cell_1010,1.0,0.9330329915368074
cell_1011,1.0,0.9330329915368074
cell_1012,2.0,0.8705505632961241
cell_1013,1.0,0.9330329915368074
cell_1014,1.0,0.9330329915368074
cell_1015,1.0,0.9330329915368074
cell_1016,1.0,0.9330329915368074
cell_1017,1.0,0.9330329915368074
cell_1018,2.0,0.8705505632961241
cell_1019,1.0,0.9330329915368074
cell_1020,1.0,0.9330329915368074
cell_1021,1.0,0.9330329915368074
cell_1022,1.0,0.9330329915368074
cell_1023,1.0,0.9330329915368074
cell_1024,2.0,0.8705505632961241
cell_1025,1.0,0.9330329915368074
cell_1026,1.0,0.9330329915368074
cell_1027,1.0,0.9330329915368074
cell_1028,2.0,0.8705505632961241
cell_1029,2.0,0.8705505632961241
cell_1030,1.0,0.9330329915368074
cell_1031,1.0,0.9330329915368074
cell_1032,1.0,0.9330329915368074
cell_1033,1.0,0.9330329915368074
cell_1034,1.0,0.9330329915368074
cell_1035,1.0,0.9330329915368074
cell_1036,1.0,0.9330329915368074
cell_1037,2.0,0.8705505632961241
cell_1038,1.0,0.9330329915368074
cell_1039,2.0,0.8705505632961241
cell_1040,2.0,0.8705505632961241
cell_1041,1.0,0.9330329915368074
cell_1042,2.0,0.8705505632961241
cell_1043,1.0,0.9330329915368074
cell_1044,1.0,0.9330329915368074
cell_1045,2.0,0.8705505632961241
cell_1046,1.0,0.9330329915368074
cell_1047,1.0,0.9330329915368074
cell_1048,2.0,0.8705505632961241
cell_1049,1.0,0.9330329915368074
cell_1050,1.0,0.9330329915368074
cell_1051,1.0,0.9330329915368074
cell_1052,1.0,0.9330329915368074
cell_1053,1.0,0.9330329915368074
cell_1054,1.0,0.9330329915368074
cell_1055,1.0,0.9330329915368074
cell_1056,1.0,0.9330329915368074
cell_1057,1.0,0.9330329915368074
cell_1058,2.0,0.8705505632961241
cell_1059,1.0,0.9330329915368074
cell_1060,1.0,0.9330329915368074
cell_1061,1.0,0.9330329915368074
cell_1062,2.0,0.8705505632961241
cell_1063,1.0,0.9330329915368074
cell_1064,2.0,0.8705505632961241
cell_1065,1.0,0.9330329915368074
cell_1066,2.0,0.8705505632961241
cell_1067,1.0,0.9330329915368074
cell_1068,1.0,0.9330329915368074
cell_1069,1.0,0.9330329915368074
cell_1070,1.0,0.9330329915368074
cell_1071,1.0,0.9330329915368074
cell_1072,1.0,0.9330329915368074
cell_1073,1.0,0.9330329915368074
cell_1074,1.0,0.9330329915368074
cell_1075,1.0,0.9330329915368074
cell_1076,1.0,0.9330329915368074
cell_1077,2.0,0.8705505632961241
cell_1078,1.0,0.9330329915368074
cell_1079,1.0,0.9330329915368074
cell_1080,2.0,0.8705505632961241
cell_1081,1.0,0.9330329915368074
cell_1082,1.0,0.9330329915368074
cell_1083,1.0,0.9330329915368074
cell_1084,2.0,0.8705505632961241
cell_1085,1.0,0.9330329915368074
cell_1086,2.0,0.8705505632961241
cell_1087,1.0,0.9330329915368074
cell_1088,1.0,0.9330329915368074
cell_1089,1.0,0.9330329915368074
cell_1090,2.0,0.8705505632961241
cell_1091,1.0,0.9330329915368074
cell_1092,1.0,0.9330329915368074
cell_1093,1.0,0.9330329915368074
cell_1094,2.0,0.8705505632961241
cell_1095,1.0,0.9330329915368074
cell_1096,1.0,0.9330329915368074
cell_1097,1.0,0.9330329915368074
cell_1098,1.0,0.9330329915368074
cell_1099,1.0,0.9330329915368074
cell_1100,1.0,0.9330329915368074
cell_1101,1.0,0.9330329915368074
cell_1102,1.0,0.9330329915368074
cell_1103,1.0,0.9330329915368074
cell_1104,1.0,0.9330329915368074
cell_1105,1.0,0.9330329915368074
cell_1106,1.0,0.9330329915368074
cell_1107,1.0,0.9330329915368074
cell_1108,1.0,0.9330329915368074
cell_1109,1.0,0.9330329915368074
cell_1110,1.0,0.9330329915368074
cell_1111,1.0,0.9330329915368074
cell_1112,1.0,0.9330329915368074
cell_1113,2.0,0.8705505632961241
cell_1114,2.0,0.8705505632961241
cell_1115,1.0,0.9330329915368074
cell_1116,1.0,0.9330329915368074
cell_1117,1.0,0.9330329915368074
cell_1118,1.0,0.9330329915368074
cell_1119,2.0,0.8705505632961241
cell_1120,1.0,0.9330329915368074
cell_1121,2.0,0.8705505632961241
cell_1122,1.0,0.9330329915368074
cell_1123,1.0,0.9330329915368074
cell_1124,1.0,0.9330329915368074
cell_1125,1.0,0.9330329915368074
cell_1126,1.0,0.9330329915368074
cell_1127,2.0,0.8705505632961241
cell_1128,2.0,0.8705505632961241
cell_1129,1.0,0.9330329915368074
cell_1130,1.0,0.9330329915368074
cell_1131,1.0,0.9330329915368074
cell_1132,1.0,0.9330329915368074
cell_1133,1.0,0.9330329915368074
cell_1134,1.0,0.9330329915368074
cell_1135,2.0,0.8705505632961241
cell_1136,1.0,0.9330329915368074
cell_1137,1.0,0.9330329915368074
cell_1138,1.0,0.9330329915368074
cell_1139,1.0,0.9330329915368074
cell_1140,1.0,0.9330329915368074
cell_1141,1.0,0.9330329915368074
cell_1142,2.0,0.8705505632961241
cell_1143,1.0,0.9330329915368074
cell_1144,1.0,0.9330329915368074
cell_1145,1.0,0.9330329915368074
cell_1146,1.0,0.9330329915368074
cell_1147,1.0,0.9330329915368074
cell_1148,1.0,0.9330329915368074
cell_1149,1.0,0.9330329915368074
cell_1150,1.0,0.9330329915368074
cell_1151,1.0,0.9330329915368074
cell_1152,2.0,0.8705505632961241
cell_1153,2.0,0.8705505632961241
cell_1154,1.0,0.9330329915368074
cell_1155,1.0,0.9330329915368074
cell_1156,1.0,0.9330329915368074
cell_1157,1.0,0.9330329915368074
cell_1158,1.0,0.9330329915368074
cell_1159,1.0,0.9330329915368074
cell_1160,1.0,0.9330329915368074
cell_1161,1.0,0.9330329915368074
cell_1162,1.0,0.9330329915368074
cell_1163,1.0,0.9330329915368074
cell_1164,2.0,0.8705505632961241
cell_1165,1.0,0.9330329915368074
cell_1166,1.0,0.9330329915368074
cell_1167,1.0,0.9330329915368074
cell_1168,1.0,0.9330329915368074
cell_1169,1.0,0.9330329915368074
cell_1170,1.0,0.9330329915368074
cell_1171,2.0,0.8705505632961241
cell_1172,1.0,0.9330329915368074
cell_1173,1.0,0.9330329915368074
cell_1174,1.0,0.9330329915368074
cell_1175,1.0,0.9330329915368074
cell_1176,1.0,0.9330329915368074
cell_1177,2.0,0.8705505632961241
cell_1178,1.0,0.9330329915368074
cell_1179,1.0,0.9330329915368074
cell_1180,1.0,0.9330329915368074
cell_1181,1.0,0.9330329915368074
cell_1182,1.0,0.9330329915368074
cell_1183,1.0,0.9330329915368074
cell_1184,1.0,0.9330329915368074
cell_1185,2.0,0.8705505632961241
cell_1186,1.0,0.9330329915368074
cell_1187,1.0,0.9330329915368074
cell_1188,1.0,0.9330329915368074
cell_1189,1.0,0.9330329915368074
cell_1190,1.0,0.9330329915368074
cell_1191,1.0,0.9330329915368074
cell_1192,1.0,0.9330329915368074
cell_1193,1.0,0.9330329915368074
cell_1194,1.0,0.9330329915368074
cell_1195,1.0,0.9330329915368074
cell_1196,1.0,0.9330329915368074
cell_1197,1.0,0.9330329915368074
cell_1198,1.0,0.9330329915368074
cell_1199,1.0,0.9330329915368074
cell_1200,1.0,0.9330329915368074
cell_1201,2.0,0.8705505632961241
cell_1202,1.0,0.9330329915368074
cell_1203,1.0,0.9330329915368074
cell_1204,1.0,0.9330329915368074
cell_1205,1.0,0.9330329915368074
cell_1206,1.0,0.9330329915368074
cell_1207,1.0,0.9330329915368074
cell_1208,1.0,0.9330329915368074
cell_1209,1.0,0.9330329915368074
cell_1210,1.0,0.9330329915368074
cell_1211,2.0,0.8705505632961241
cell_1212,1.0,0.9330329915368074
cell_1213,1.0,0.9330329915368074
cell_1214,1.0,0.9330329915368074
cell_1215,1.0,0.9330329915368074
cell_1216,2.0,0.8705505632961241
cell_1217,1.0,0.9330329915368074
cell_1218,1.0,0.9330329915368074
cell_1219,2.0,0.8705505632961241
cell_1220,2.0,0.8705505632961241
cell_1221,1.0,0.9330329915368074
cell_1222,1.0,0.9330329915368074
cell_1223,1.0,0.9330329915368074
cell_1224,1.0,0.9330329915368074
cell_1225,1.0,0.9330329915368074
cell_1226,1.0,0.9330329915368074
cell_1227,1.0,0.9330329915368074
cell_1228,1.0,0.9330329915368074
cell_1229,1.0,0.9330329915368074
cell_1230,1.0,0.9330329915368074
cell_1231,1.0,0.9330329915368074
cell_1232,1.0,0.9330329915368074
cell_1233,2.0,0.8705505632961241
cell_1234,1.0,0.9330329915368074
cell_1235,1.0,0.9330329915368074
cell_1236,1.0,0.9330329915368074
cell_1237,1.0,0.9330329915368074
cell_1238,1.0,0.9330329915368074
cell_1239,1.0,0.9330329915368074
cell_1240,1.0,0.9330329915368074
cell_1241,1.0,0.9330329915368074
cell_1242,1.0,0.9330329915368074
cell_1243,1.0,0.9330329915368074
cell_1244,1.0,0.9330329915368074
cell_1245,1.0,0.9330329915368074
cell_1246,1.0,0.9330329915368074
cell_1247,2.0,0.8705505632961241
cell_1248,1.0,0.9330329915368074
cell_1249,2.0,0.8705505632961241
cell_1250,2.0,0.8705505632961241
cell_1251,2.0,0.8705505632961241
cell_1252,1.0,0.9330329915368074
cell_1253,1.0,0.9330329915368074
cell_1254,2.0,0.8705505632961241
cell_1255,1.0,0.9330329915368074
cell_1256,1.0,0.9330329915368074
cell_1257,1.0,0.9330329915368074
cell_1258,1.0,0.9330329915368074
cell_1259,1.0,0.9330329915368074
cell_1260,2.0,0.8705505632961241
cell_1261,1.0,0.9330329915368074
cell_1262,1.0,0.9330329915368074
cell_1263,1.0,0.9330329915368074
cell_1264,1.0,0.9330329915368074
cell_1265,1.0,0.9330329915368074
cell_1266,1.0,0.9330329915368074
cell_1267,2.0,0.8705505632961241
cell_1268,1.0,0.9330329915368074
cell_1269,1.0,0.9330329915368074
cell_1270,1.0,0.9330329915368074
cell_1271,1.0,0.9330329915368074
cell_1272,1.0,0.9330329915368074
cell_1273,1.0,0.9330329915368074
cell_1274,1.0,0.9330329915368074
cell_1275,1.0,0.9330329915368074
cell_1276,1.0,0.9330329915368074
cell_1277,2.0,0.8705505632961241
cell_1278,1.0,0.9330329915368074
cell_1279,2.0,0.8705505632961241
cell_1280,1.0,0.9330329915368074
cell_1281,1.0,0.9330329915368074
cell_1282,1.0,0.9330329915368074
cell_1283,1.0,0.9330329915368074
cell_1284,2.0,0.8705505632961241
cell_1285,1.0,0.9330329915368074
cell_1286,1.0,0.9330329915368074
cell_1287,1.0,0.9330329915368074
cell_1288,2.0,0.8705505632961241
cell_1289,1.0,0.9330329915368074
cell_1290,1.0,0.9330329915368074
cell_1291,1.0,0.9330329915368074
cell_1292,1.0,0.9330329915368074
cell_1293,1.0,0.9330329915368074
cell_1294,1.0,0.9330329915368074
cell_1295,1.0,0.9330329915368074
cell_1296,1.0,0.9330329915368074
cell_1297,1.0,0.9330329915368074
cell_1298,1.0,0.9330329915368074
cell_1299,1.0,0.9330329915368074
cell_1300,1.0,0.9330329915368074
cell_1301,1.0,0.9330329915368074
cell_1302,1.0,0.9330329915368074
cell_1303,1.0,0.9330329915368074
cell_1304,1.0,0.9330329915368074
cell_1305,2.0,0.8705505632961241
cell_1306,2.0,0.8705505632961241
cell_1307,1.0,0.9330329915368074
cell_1308,1.0,0.9330329915368074
cell_1309,1.0,0.9330329915368074
cell_1310,2.0,0.8705505632961241
cell_1311,1.0,0.9330329915368074
cell_1312,1.0,0.9330329915368074
cell_1313,1.0,0.9330329915368074
cell_1314,1.0,0.9330329915368074
cell_1315,1.0,0.9330329915368074
cell_1316,2.0,0.8705505632961241
cell_1317,1.0,0.9330329915368074
cell_1318,1.0,0.9330329915368074
cell_1319,1.0,0.9330329915368074
cell_1320,1.0,0.9330329915368074
cell_1321,1.0,0.9330329915368074
cell_1322,1.0,0.9330329915368074
cell_1323,1.0,0.9330329915368074
cell_1324,1.0,0.9330329915368074
cell_1325,1.0,0.9330329915368074
cell_1326,2.0,0.8705505632961241
cell_1327,1.0,0.9330329915368074
cell_1328,2.0,0.8705505632961241
cell_1329,1.0,0.9330329915368074
cell_1330,1.0,0.9330329915368074
cell_1331,1.0,0.9330329915368074
cell_1332,1.0,0.9330329915368074
cell_1333,1.0,0.9330329915368074
cell_1334,1.0,0.9330329915368074
cell_1335,1.0,0.9330329915368074
cell_1336,1.0,0.9330329915368074
cell_1337,1.0,0.9330329915368074
cell_1338,1.0,0.9330329915368074
cell_1339,1.0,0.9330329915368074
cell_1340,1.0,0.9330329915368074
cell_1341,1.0,0.9330329915368074
cell_1342,1.0,0.9330329915368074
cell_1343,2.0,0.8705505632961241
cell_1344,2.0,0.8705505632961241
cell_1345,1.0,0.9330329915368074
cell_1346,1.0,0.9330329915368074
cell_1347,1.0,0.9330329915368074
cell_1348,2.0,0.8705505632961241
cell_1349,1.0,0.9330329915368074
cell_1350,1.0,0.9330329915368074
cell_1351,1.0,0.9330329915368074
cell_1352,1.0,0.9330329915368074
cell_1353,1.0,0.9330329915368074
cell_1354,0.0,1.0
cell_1355,2.0,0.8705505632961241
cell_1356,2.0,0.8705505632961241
cell_1357,1.0,0.9330329915368074
cell_1358,1.0,0.9330329915368074
cell_1359,1.0,0.9330329915368074
cell_1360,1.0,0.9330329915368074
cell_1361,2.0,0.8705505632961241
cell_1362,1.0,0.9330329915368074
cell_1363,2.0,0.8705505632961241
cell_1364,2.0,0.8705505632961241
cell_1365,1.0,0.9330329915368074
cell_1366,1.0,0.9330329915368074
cell_1367,1.0,0.9330329915368074
cell_1368,1.0,0.9330329915368074
cell_1369,1.0,0.9330329915368074
cell_1370,1.0,0.9330329915368074
cell_1371,1.0,0.9330329915368074
cell_1372,1.0,0.9330329915368074
cell_1373,1.0,0.9330329915368074
cell_1374,1.0,0.9330329915368074
cell_1375,1.0,0.9330329915368074
cell_1376,1.0,0.9330329915368074
cell_1377,1.0,0.9330329915368074
cell_1378,1.0,0.9330329915368074
cell_1379,1.0,0.9330329915368074
cell_1380,1.0,0.9330329915368074
cell_1381,1.0,0.9330329915368074
cell_1382,2.0,0.8705505632961241
cell_1383,2.0,0.8705505632961241
cell_1384,1.0,0.9330329915368074
cell_1385,2.0,0.8705505632961241
cell_1386,1.0,0.9330329915368074
cell_1387,1.0,0.9330329915368074
cell_1388,1.0,0.9330329915368074
cell_1389,2.0,0.8705505632961241
cell_1390,1.0,0.9330329915368074
cell_1391,1.0,0.9330329915368074
cell_1392,1.0,0.9330329915368074
cell_1393,1.0,0.9330329915368074
cell_1394,1.0,0.9330329915368074
cell_1395,1.0,0.9330329915368074
cell_1396,1.0,0.9330329915368074
cell_1397,1.0,0.9330329915368074
cell_1398,0.0,1.0
cell_1399,1.0,0.9330329915368074
cell_1400,1.0,0.9330329915368074
cell_1401,2.0,0.8705505632961241
cell_1402,1.0,0.9330329915368074
cell_1403,1.0,0.9330329915368074
cell_1404,1.0,0.9330329915368074
cell_1405,2.0,0.8705505632961241
cell_1406,1.0,0.9330329915368074
cell_1407,1.0,0.9330329915368074
cell_1408,1.0,0.9330329915368074
cell_1409,1.0,0.9330329915368074
cell_1410,1.0,0.9330329915368074
cell_1411,2.0,0.8705505632961241
cell_1412,2.0,0.8705505632961241
cell_1413,1.0,0.9330329915368074
cell_1414,1.0,0.9330329915368074
cell_1415,1.0,0.9330329915368074
cell_1416,1.0,0.9330329915368074
cell_1417,1.0,0.9330329915368074
cell_1418,1.0,0.9330329915368074
cell_1419,1.0,0.9330329915368074
cell_1420,1.0,0.9330329915368074
cell_1421,1.0,0.9330329915368074
cell_1422,1.0,0.9330329915368074
cell_1423,1.0,0.9330329915368074
cell_1424,2.0,0.8705505632961241
cell_1425,1.0,0.9330329915368074
cell_1426,1.0,0.9330329915368074
cell_1427,1.0,0.9330329915368074
cell_1428,1.0,0.9330329915368074
cell_1429,2.0,0.8705505632961241
cell_1430,2.0,0.8705505632961241
cell_1431,1.0,0.9330329915368074
cell_1432,1.0,0.9330329915368074
cell_1433,1.0,0.9330329915368074
cell_1434,1.0,0.9330329915368074
cell_1435,1.0,0.9330329915368074
cell_1436,1.0,0.9330329915368074
cell_1437,2.0,0.8705505632961241
cell_1438,2.0,0.8705505632961241
cell_1439,1.0,0.9330329915368074
cell_1440,1.0,0.9330329915368074
cell_1441,1.0,0.9330329915368074
cell_1442,1.0,0.9330329915368074
cell_1443,2.0,0.8705505632961241
cell_1444,1.0,0.9330329915368074
cell_1445,1.0,0.9330329915368074
cell_1446,1.0,0.9330329915368074
cell_1447,2.0,0.8705505632961241
cell_1448,1.0,0.9330329915368074
cell_1449,2.0,0.8705505632961241
cell_1450,2.0,0.8705505632961241
cell_1451,1.0,0.9330329915368074
cell_1452,2.0,0.8705505632961241
cell_1453,1.0,0.9330329915368074
cell_1454,1.0,0.9330329915368074
cell_1455,2.0,0.8705505632961241
cell_1456,1.0,0.9330329915368074
cell_1457,1.0,0.9330329915368074
cell_1458,1.0,0.9330329915368074
cell_1459,1.0,0.9330329915368074
cell_1460,1.0,0.9330329915368074
cell_1461,1.0,0.9330329915368074
cell_1462,1.0,0.9330329915368074
cell_1463,2.0,0.8705505632961241
cell_1464,1.0,0.9330329915368074
cell_1465,2.0,0.8705505632961241
cell_1466,2.0,0.8705505632961241
cell_1467,1.0,0.9330329915368074
cell_1468,1.0,0.9330329915368074
cell_1469,1.0,0.9330329915368074
cell_1470,1.0,0.9330329915368074
cell_1471,1.0,0.9330329915368074
cell_1472,2.0,0.8705505632961241
cell_1473,1.0,0.9330329915368074
cell_1474,1.0,0.9330329915368074
cell_1475,1.0,0.9330329915368074
cell_1476,1.0,0.9330329915368074
cell_1477,1.0,0.9330329915368074
cell_1478,2.0,0.8705505632961241
cell_1479,1.0,0.9330329915368074
cell_1480,1.0,0.9330329915368074
cell_1481,1.0,0.9330329915368074
cell_1482,1.0,0.9330329915368074
cell_1483,1.0,0.9330329915368074
cell_1484,2.0,0.8705505632961241
cell_1485,1.0,0.9330329915368074
cell_1486,1.0,0.9330329915368074
cell_1487,1.0,0.9330329915368074
cell_1488,2.0,0.8705505632961241
cell_1489,1.0,0.9330329915368074
cell_1490,1.0,0.9330329915368074
cell_1491,2.0,0.8705505632961241
cell_1492,2.0,0.8705505632961241
cell_1493,1.0,0.9330329915368074
cell_1494,1.0,0.9330329915368074
cell_1495,1.0,0.9330329915368074
cell_1496,1.0,0.9330329915368074
cell_1497,2.0,0.8705505632961241
cell_1498,1.0,0.9330329915368074
cell_1499,2.0,0.8705505632961241
cell_1500,1.0,0.9330329915368074
cell_1501,1.0,0.9330329915368074
cell_1502,2.0,0.8705505632961241
cell_1503,2.0,0.8705505632961241
cell_1504,1.0,0.9330329915368074
cell_1505,1.0,0.9330329915368074
cell_1506,1.0,0.9330329915368074
cell_1507,2.0,0.8705505632961241
cell_1508,1.0,0.9330329915368074
cell_1509,1.0,0.9330329915368074
cell_1510,2.0,0.8705505632961241
cell_1511,2.0,0.8705505632961241
cell_1512,1.0,0.9330329915368074
cell_1513,1.0,0.9330329915368074
cell_1514,1.0,0.9330329915368074
cell_1515,1.0,0.9330329915368074
cell_1516,1.0,0.9330329915368074
cell_1517,1.0,0.9330329915368074
cell_1518,1.0,0.9330329915368074
cell_1519,1.0,0.9330329915368074
cell_1520,1.0,0.9330329915368074
cell_1521,1.0,0.9330329915368074
cell_1522,1.0,0.9330329915368074
